업종명,업소명,소재지(도로명),소재지(지번),소재지전화,데이터기준일
휴게음식점,모리커피 도구점,"경상북도 포항시 남구 동해면 연오로7번길 1, 1층 104호","경상북도 포항시 남구 동해면 도구리 694-3 외2필지, 1층 104호",,2025-08-14
휴게음식점,(주)학산 테라로사커피 포스텍지점,"경상북도 포항시 남구 청암로 87, 체인지업 그라운드 2층 (지곡동)","경상북도 포항시 남구 지곡동 176 외261필지, 체인지업 그라운드 2층 ",,2025-08-14
휴게음식점,카페온오프,"경상북도 포항시 남구 대이로 52, 1층 (대잠동)",경상북도 포항시 남구 대잠동 995-13 1층 ,,2025-08-14
휴게음식점,너울(NEOUL),"경상북도 포항시 남구 유동길 30, 1층 103호 (효자동, 단비마을)",경상북도 포항시 남구 효자동 438-15 단비마을 1층 103호,,2025-08-14
휴게음식점,찐맘베이킹,"경상북도 포항시 남구 연일읍 철강로25번길 29, 1층",경상북도 포항시 남구 연일읍 괴정리 63 1층 ,,2025-08-14
휴게음식점,케이알(KR)커피랩,"경상북도 포항시 남구 새천년대로 429, 1층 (대잠동)",경상북도 포항시 남구 대잠동 907-1 1층 ,,2025-08-14
휴게음식점,노브랜드버거 포항문덕점,"경상북도 포항시 남구 오천읍 원동로 69, A동 1층",경상북도 포항시 남구 오천읍 원리 893-14 1층 A동 ,,2025-08-14
휴게음식점,GS25오천구정점,"경상북도 포항시 남구 오천읍 정몽주로693번길 1, 1층",경상북도 포항시 남구 오천읍 구정리 50-1 1층 ,,2025-08-14
휴게음식점,뭉게구름,"경상북도 포항시 남구 상공로 131, 1층 (대도동)",경상북도 포항시 남구 대도동 91-7 1층 ,,2025-08-14
휴게음식점,디빙,"경상북도 포항시 남구 오천읍 하원로47번길 9, 1층 103호",경상북도 포항시 남구 오천읍 원리 1134 1층 103호,,2025-08-14
휴게음식점,넌지시,"경상북도 포항시 남구 오천읍 남원로 85-99, 나동 1층 101호",경상북도 포항시 남구 오천읍 원리 893-92 1층 나동 101호,,2025-08-14
휴게음식점,GS25 문덕웰빙점,"경상북도 포항시 남구 오천읍 문덕로 22, 시몬빌딩 1층",경상북도 포항시 남구 오천읍 문덕리 272-6 시몬빌딩 1층 ,,2025-08-14
휴게음식점,씨유포항오천센터점,"경상북도 포항시 남구 오천읍 냉천로298번길 21, 1층",경상북도 포항시 남구 오천읍 원리 929 1층 ,,2025-08-14
휴게음식점,인생꽈배기,"경상북도 포항시 남구 오천읍 냉천로302번길 58, 1층 103호 (새마을금고)",경상북도 포항시 남구 오천읍 원리 932-9 새마을금고 1층 103호,,2025-08-14
휴게음식점,그레이스,"경상북도 포항시 남구 구룡포읍 동해안로 4166-11, 1층",경상북도 포항시 남구 구룡포읍 구평리 461-5 1층 ,,2025-08-14
휴게음식점,이디야커피 포항해병1사단점,"경상북도 포항시 남구 오천읍 충무로 70, 3층",경상북도 포항시 남구 오천읍 용덕리 111 3층 ,,2025-08-14
휴게음식점,솔이분식,"경상북도 포항시 남구 연일읍 철강로25번길 49, 1층",경상북도 포항시 남구 연일읍 생지리 315 1층 ,,2025-08-14
휴게음식점,GS25 씨클리프점,"경상북도 포항시 남구 동해면 호미로 2858, 5층",경상북도 포항시 남구 동해면 입암리 549-1 5층 ,,2025-08-14
휴게음식점,그여행,"경상북도 포항시 남구 대이로 109, 1층 104호 (대잠동)",경상북도 포항시 남구 대잠동 460-2 1층 104호,,2025-08-14
휴게음식점,노브랜드버거 포항효자점,"경상북도 포항시 남구 효성로 24, 1층 (효자동)",경상북도 포항시 남구 효자동 575-3 1층 ,,2025-08-14
휴게음식점,모리커피 포항철길숲점,"경상북도 포항시 남구 희망대로 621-16, 1층 (대잠동)",경상북도 포항시 남구 대잠동 909-16 1층 ,,2025-08-14
휴게음식점,웅디,"경상북도 포항시 남구 포스코대로 338, 태영빌딩 1층 (대도동)",경상북도 포항시 남구 대도동 135-149 태영빌딩 1층 ,,2025-08-14
휴게음식점,터미널분식,"경상북도 포항시 남구 중흥로 99, 1층 (상도동)",경상북도 포항시 남구 상도동 579-11 1층 ,,2025-08-14
휴게음식점,하늘향기,"경상북도 포항시 남구 구룡포읍 구룡포길 123-2, 1층",경상북도 포항시 남구 구룡포읍 구룡포리 403-6 1층 우측 ,,2025-08-14
휴게음식점,스태리커피(starry coffee),"경상북도 포항시 남구 대이로127번길 21-1, 1층 (이동)",경상북도 포항시 남구 이동 662 1층 ,,2025-08-14
휴게음식점,GS25 청림대로점,"경상북도 포항시 남구 동해안로 6059, 1층 (청림동)",경상북도 포항시 남구 청림동 1172-23 1층 ,,2025-08-14
휴게음식점,그레이 카페,"경상북도 포항시 남구 연일읍 연일로199번길 6, 1층",경상북도 포항시 남구 연일읍 괴정리 384-9 ,,2025-08-14
휴게음식점,길숲 디저트& 카페,"경상북도 포항시 남구 축항로 75-1, 1층 (송도동)",경상북도 포항시 남구 송도동 483-9 1층 ,,2025-08-14
휴게음식점,소디스에스프레소바(SODIS ESPRESSO BAR),"경상북도 포항시 남구 형산강북로 135, 1층 (효자동)",경상북도 포항시 남구 효자동 608-1 1층 ,,2025-08-14
휴게음식점,GS25 문덕해병점,"경상북도 포항시 남구 오천읍 정몽주로 461, 복지동 1층 (데시앙)",경상북도 포항시 남구 오천읍 문덕리 57 복지관 1층 ,,2025-08-14
휴게음식점,씨유 포항천마타운점,"경상북도 포항시 남구 오천읍 정몽주로 333, 상가7동 1층 101~105호 (천마타운1차)",경상북도 포항시 남구 오천읍 문덕리 1188-242 천마타운1차상가 7동 101~105호 ,,2025-08-14
휴게음식점,세븐일레븐 포항대잠제일점,"경상북도 포항시 남구 새천년대로422번길 14, 1층 (대잠동)",경상북도 포항시 남구 대잠동 952 1층 ,,2025-08-14
휴게음식점,씨유 포항해도타운점,"경상북도 포항시 남구 문예로126번길 14, 1층 (해도동)",경상북도 포항시 남구 해도동 102-12 1층 ,,2025-08-14
휴게음식점,이마트24 포항기술연구소,"경상북도 포항시 남구 동해안로 6262, 지하1층 (동촌동)",경상북도 포항시 남구 동촌동 5 지하1층 ,,2025-08-14
휴게음식점,씨유 포항연일중앙점,"경상북도 포항시 남구 연일읍 철강로41번길 23, 1층",경상북도 포항시 남구 연일읍 동문리 260-1 1층 ,,2025-08-14
휴게음식점,쥬빌라테커피(Jubilate coffee),"경상북도 포항시 남구 오천읍 하원로47번길 15-6, 1층",경상북도 포항시 남구 오천읍 원리 1128 1층 ,,2025-08-14
휴게음식점,GS25문덕힐링점,"경상북도 포항시 남구 오천읍 문덕로54번길 24, 1층",경상북도 포항시 남구 오천읍 문덕리 339-10 1층 ,,2025-08-14
휴게음식점,퐁당 커피속으로,"경상북도 포항시 남구 오천읍 문덕로54번길 25-1, 1층",경상북도 포항시 남구 오천읍 문덕리 359-4 1층 ,,2025-08-14
휴게음식점,토도커피,"경상북도 포항시 남구 오천읍 정몽주로 577, 1층",경상북도 포항시 남구 오천읍 용덕리 291-6 1층 ,,2025-08-14
휴게음식점,예린(YERIN),"경상북도 포항시 남구 오천읍 해병로 405, 108동 105호 (청호하이츠)",경상북도 포항시 남구 오천읍 문덕리 203-3 청호하이츠 108동 105호,,2025-08-14
휴게음식점,이디야 포항시청점,"경상북도 포항시 남구 대이로 25, 1층 101호 (대잠동)",경상북도 포항시 남구 대잠동 1006-4 1층 101호,,2025-08-14
휴게음식점,이디야커피 충무대체력단련장점,경상북도 포항시 남구 동해안로 5923 (일월동),경상북도 포항시 남구 일월동 248 외24필지 1층 ,,2025-08-14
휴게음식점,지에스25포항대잠그린점,"경상북도 포항시 남구 대이로46번길 25, 대잠그린파크상가 1층 101호 102호 (대잠동)","경상북도 포항시 남구 대잠동 990 대잠그린파크상가 1층 101호,102호 ",,2025-08-14
휴게음식점,카페차이 포항효자점,"경상북도 포항시 남구 효성로 61, 효자풍림아이원아파트상가 109-1호 (효자동)",경상북도 포항시 남구 효자동 579-2 효자풍림아이원아파트상가 109-1호,,2025-08-14
휴게음식점,GS25포항대잠점,"경상북도 포항시 남구 새천년대로450번길 13, 1층 (대잠동)",경상북도 포항시 남구 대잠동 928-7 1층 ,,2025-08-14
휴게음식점,카페소사이어티,"경상북도 포항시 남구 대해로 72, 1층 (대도동)",경상북도 포항시 남구 대도동 75 1층 ,,2025-08-14
휴게음식점,메가엠지씨커피 포항효자시장점,"경상북도 포항시 남구 효자동길5번길 14, 1층 (효자동)",경상북도 포항시 남구 효자동 253-97 1층 ,,2025-08-14
휴게음식점,케이프라운지카페,"경상북도 포항시 남구 호미곶면 구만길 224, A동 2층",경상북도 포항시 남구 호미곶면 구만리 3 A동 2층 ,,2025-08-14
휴게음식점,디저트39 포항오천점,"경상북도 포항시 남구 오천읍 해병로301번길 29-9, 1층",경상북도 포항시 남구 오천읍 세계리 840-12 1층 ,,2025-08-14
휴게음식점,장길쉼,경상북도 포항시 남구 구룡포읍 동해안로 4376-30,경상북도 포항시 남구 구룡포읍 장길리 169-5 ,,2025-08-14
휴게음식점,이지(EZ COFFEE),"경상북도 포항시 남구 구룡포읍 호미로221번길 2, 1층",경상북도 포항시 남구 구룡포읍 구룡포리 963-51 1층 ,,2025-08-14
휴게음식점,크로몽쥬르,"경상북도 포항시 남구 상도로54번길 19, 1층 (상도동)",경상북도 포항시 남구 상도동 619-4 1층 ,,2025-08-14
휴게음식점,카페쏠(Cafe SSOL),"경상북도 포항시 남구 인덕로37번길 17, 1층 (인덕동)",경상북도 포항시 남구 인덕동 236-2 1층 ,,2025-08-14
휴게음식점,반달떡갈비,"경상북도 포항시 남구 구룡포읍 호미로221번길 18, 1층",경상북도 포항시 남구 구룡포읍 구룡포리 963-108 1층 ,,2025-08-14
휴게음식점,카페베네 포항경주공항점,"경상북도 포항시 남구 동해면 일월로 18, 포항공항 1층",경상북도 포항시 남구 동해면 도구리 403-3 포항공항 1층 ,,2025-08-14
휴게음식점,달리는커피,"경상북도 포항시 남구 오천읍 원동로105번길 9, 1층 105호",경상북도 포항시 남구 오천읍 원리 1077-7 1층 105호,,2025-08-14
휴게음식점,씨유포항대잠철길점,"경상북도 포항시 남구 대이로1번길 14, 1층 (대잠동)",경상북도 포항시 남구 대잠동 983-3 1층 ,,2025-08-14
휴게음식점,세븐일레븐 오천용산삼거리점,"경상북도 포항시 남구 오천읍 정몽주로 190, 1층",경상북도 포항시 남구 오천읍 용산리 360-29 ,,2025-08-14
휴게음식점,너른디저트,"경상북도 포항시 남구 효성로93번길 26, 1층 (효자동)",경상북도 포항시 남구 효자동 581-17 1층 ,,2025-08-14
휴게음식점,씨유 포항문덕냉천점,"경상북도 포항시 남구 오천읍 냉천로 408, 1층",경상북도 포항시 남구 오천읍 문덕리 352-2 1층 ,,2025-08-14
휴게음식점,태이스버거 문덕점,"경상북도 포항시 남구 오천읍 원동로105번길 7, 1층",경상북도 포항시 남구 오천읍 원리 1077-8 1층 ,,2025-08-14
휴게음식점,봉명동내커피,"경상북도 포항시 남구 오천읍 남원로 86-40, 101동 1층 4호 (대우네오빌)","경상북도 포항시 남구 오천읍 원리 1078 대우네오빌,1층 101동 4호",,2025-08-14
휴게음식점,바오밥,"경상북도 포항시 남구 동해면 일월로 65, 1층",경상북도 포항시 남구 동해면 도구리 632-18 1층 ,,2025-08-14
휴게음식점,이마트24 포항효자SK점,"경상북도 포항시 남구 효성로82번길 8, 1층 (효자동)",경상북도 포항시 남구 효자동 604-4 1층 ,,2025-08-14
휴게음식점,커피스쿠터,"경상북도 포항시 남구 오천읍 철강로 686-7, 1층",경상북도 포항시 남구 오천읍 문덕리 219-1 1층 ,,2025-08-14
휴게음식점,친구다방,"경상북도 포항시 남구 중앙로121번길 26, 1층 (대도동)",경상북도 포항시 남구 대도동 4-38 1층 ,,2025-08-14
휴게음식점,이너프카페,"경상북도 포항시 남구 오천읍 오어로 173-36, 1~2층",경상북도 포항시 남구 오천읍 항사리 3-1 1~2층 ,,2025-08-14
휴게음식점,더퀄리티,"경상북도 포항시 남구 효자동길6번길 25-1, 1층 (효자동)",경상북도 포항시 남구 효자동 308-18 1층 ,,2025-08-14
휴게음식점,카페해루,"경상북도 포항시 남구 대송면 제내길 56, 1층",경상북도 포항시 남구 대송면 제내리 1149 1층 ,,2025-08-14
휴게음식점,빠닭,"경상북도 포항시 남구 상공로6번길 32, 1층 (대도동)",경상북도 포항시 남구 대도동 648-3 1층 ,,2025-08-14
휴게음식점,반다이크 브라운,"경상북도 포항시 남구 연일읍 중명길 111, 1~3층",경상북도 포항시 남구 연일읍 중명리 538 1~3층 ,,2025-08-14
휴게음식점,수연다방,"경상북도 포항시 남구 오천읍 정몽주로 705, 1층",경상북도 포항시 남구 오천읍 구정리 68-9 1층 ,,2025-08-14
휴게음식점,진다방,"경상북도 포항시 남구 동해면 일월로 141, 동해황금시장 가동 1층 103호",경상북도 포항시 남구 동해면 약전리 421-13 동해황금시장 가동 103호,,2025-08-14
휴게음식점,비스트로안,"경상북도 포항시 남구 동해안로 6261, 포항스틸야드 북문광장 (괴동동)",경상북도 포항시 남구 괴동동 1 포항스틸야드 북문광장 ,,2025-08-14
휴게음식점,스텔라떡볶이 포항오천점,"경상북도 포항시 남구 오천읍 원동로 22, 1층",경상북도 포항시 남구 오천읍 원리 980-5 1층 ,,2025-08-14
휴게음식점,세븐일레븐 포항원리스타점,"경상북도 포항시 남구 오천읍 냉천로298번길 34, 1층",경상북도 포항시 남구 오천읍 원리 918-4 ,,2025-08-14
휴게음식점,여유,"경상북도 포항시 남구 동해안로 6261, 포항 스틸야드 북문광장 (괴동동)",경상북도 포항시 남구 괴동동 1 포항 스틸야드 북문광장 ,,2025-08-14
휴게음식점,젠틀맨,"경상북도 포항시 남구 동해안로 6261, 포항스틸야드 북문광장 (괴동동)",경상북도 포항시 남구 괴동동 1 포항스틸야드 북문광장 ,,2025-08-14
휴게음식점,동달이네,"경상북도 포항시 남구 동해안로 6261, 포항스틸야드 북문광장 (괴동동)",경상북도 포항시 남구 괴동동 1 포항스틸야드 북문광장 ,,2025-08-14
휴게음식점,아이엠도넛 포항문덕점,"경상북도 포항시 남구 오천읍 원동로105번길 7, 1층",경상북도 포항시 남구 오천읍 원리 1077-8 1층 ,,2025-08-14
휴게음식점,학교앞분식,"경상북도 포항시 남구 오천읍 정몽주로 571-1, 1층",경상북도 포항시 남구 오천읍 용덕리 291-8 1층 ,,2025-08-14
휴게음식점,다온푸드,"경상북도 포항시 남구 오천읍 충무로 70, 해룡의집 2층",경상북도 포항시 남구 오천읍 용덕리 103 해룡의집 2층 ,,2025-08-14
휴게음식점,샌드 유나인,"경상북도 포항시 남구 오천읍 냉천로236번길 78, 1층 102호",경상북도 포항시 남구 오천읍 원리 1038 1층 102호,,2025-08-14
휴게음식점,정다방,"경상북도 포항시 남구 상공로 238, 1층 (해도동)",경상북도 포항시 남구 해도동 38-3 1층 ,,2025-08-14
휴게음식점,할머니가래떡볶이 효자점,"경상북도 포항시 남구 효성로 12, 1층 102호 (효자동)",경상북도 포항시 남구 효자동 569 102호,,2025-08-14
휴게음식점,로컬푸드,"경상북도 포항시 남구 대이로189번길 8, 1층 (이동)",경상북도 포항시 남구 이동 644-9 1층 ,,2025-08-14
휴게음식점,에그카페24(EGG CAFE 24),"경상북도 포항시 남구 중앙로 31, 1층 (해도동)",경상북도 포항시 남구 해도동 98-12 1층 ,,2025-08-14
휴게음식점,오천시장김밥,"경상북도 포항시 남구 오천읍 장기로1690번길 5, 오천시장 3동 나동 10호",경상북도 포항시 남구 오천읍 세계리 823-1 외 15필지 오천시장 나동 10호,,2025-08-14
휴게음식점,지나가다봄,"경상북도 포항시 남구 문예로 138, 1층 (해도동)",경상북도 포항시 남구 해도동 100-8 1층 ,,2025-08-14
휴게음식점,유니건강카페,"경상북도 포항시 남구 중앙로131번길 14, 현대종합시장 1층 136호 (해도동)",경상북도 포항시 남구 해도동 41-7 현대종합시장 136호,,2025-08-14
휴게음식점,씨유포항오천원룸점,"경상북도 포항시 남구 오천읍 냉천로298번길 54-6, 상가동 1층 103호",경상북도 포항시 남구 오천읍 원리 915-10 103호,,2025-08-14
휴게음식점,소디스커피 대이동점,"경상북도 포항시 남구 대이로1번길 16, 철길숲빌딩 104호 (대잠동)",경상북도 포항시 남구 대잠동 982-4 철길숲빌딩 104호,,2025-08-14
휴게음식점,온봄달,"경상북도 포항시 남구 효자로 62, A동 지하1층 1-3호 (효자동, 테라비아타 in 지곡)",경상북도 포항시 남구 효자동 625 테라비아타 in 지곡 지하1층 A동 1-3호,,2025-08-14
휴게음식점,gs25 포항연일희망점,"경상북도 포항시 남구 연일읍 연일로 144, 삼도한솔1차아파트 1층 101호",경상북도 포항시 남구 연일읍 생지리 333-3 삼도한솔1차아파트 101호,,2025-08-14
휴게음식점,홀덤킹,"경상북도 포항시 남구 오천읍 원동로 41-20, 1층",경상북도 포항시 남구 오천읍 원리 893-62 1층 ,,2025-08-14
휴게음식점,세븐일레븐 포항연일최고점,"경상북도 포항시 남구 연일읍 연일중앙로 69, 근린생활시설동 1층 (영남비치타운1,2차)","경상북도 포항시 남구 연일읍 오천리 178-1 영남비치타운1,2차 , 근린생활시설동 1층 ",,2025-08-14
휴게음식점,호미곶 수산건어물,"경상북도 포항시 남구 호미곶면 해맞이로150번길 17, 1층",경상북도 포항시 남구 호미곶면 대보리 286-50 1층 ,,2025-08-14
휴게음식점,루벤스(Reuben's),"경상북도 포항시 남구 효성로60번길 15-1, 1층 (효자동)",경상북도 포항시 남구 효자동 605-6 1층 ,,2025-08-14
휴게음식점,CU포항효리단길점,"경상북도 포항시 남구 효자동길2번길 39, 1층 (효자동)",경상북도 포항시 남구 효자동 150-5 ,,2025-08-14
휴게음식점,씨유 포항해도센터점,"경상북도 포항시 남구 중앙로 122, 1층 (해도동)",경상북도 포항시 남구 해도동 416-4 1층 ,,2025-08-14
휴게음식점,봉명동내커피 포항남부점,"경상북도 포항시 남구 상대로 69, 1층 (상도동)",경상북도 포항시 남구 상도동 27-80 ,,2025-08-14
휴게음식점,윤슬카페,"경상북도 포항시 남구 오천읍 정몽주로 537, 오천영신상가 1층 104호",경상북도 포항시 남구 오천읍 세계리 857-16 오천영신상가 104호,,2025-08-14
휴게음식점,자이언트,,"경상북도 포항시 남구 오천읍 문덕리 2-1 외 1필지(냉천수변공원), 포은문화축제 행사장 ",,2025-08-14
휴게음식점,배달의카페 포항남부점,"경상북도 포항시 남구 새천년대로474번길 14, 1층 (대잠동)",경상북도 포항시 남구 대잠동 917-12 1층 ,,2025-08-14
휴게음식점,온유데이(ON YOU DAY),"경상북도 포항시 남구 대이로 56, 1층 (대잠동)",경상북도 포항시 남구 대잠동 995-15 1층 ,,2025-08-14
휴게음식점,공간 스페이스 클럽,"경상북도 포항시 남구 대이로9번길 13, 1층 101호 (대잠동)",경상북도 포항시 남구 대잠동 977 1층 ,,2025-08-14
휴게음식점,유강커피(Yu gang coffee),"경상북도 포항시 남구 연일읍 유강길10번길 26-16, 주건축물제2동 1~2층",경상북도 포항시 남구 연일읍 유강리 599-14 주건축물제2동 1~2층 ,,2025-08-14
휴게음식점,원유로 스페셜티 포항 문덕점,"경상북도 포항시 남구 오천읍 남원로 86-28, 1층 102호",경상북도 포항시 남구 오천읍 원리 1079-1 1층 102호,,2025-08-14
휴게음식점,또또카페,"경상북도 포항시 남구 상공로 188-1, 1층 (대도동)",경상북도 포항시 남구 대도동 65-4 1층 ,,2025-08-14
휴게음식점,세븐일레븐 포항효자SK뷰점,"경상북도 포항시 남구 효성로 12, 1층 101호 (효자동)",경상북도 포항시 남구 효자동 569 1층 101호 ,,2025-08-14
휴게음식점,커피마을,"경상북도 포항시 남구 오천읍 장기로1690번길 5, 오천시장 1층",경상북도 포항시 남구 오천읍 세계리 823-1 외16필지 오천시장 ,,2025-08-14
휴게음식점,타이푼카페,"경상북도 포항시 남구 오천읍 원동로 18-1, 1층",경상북도 포항시 남구 오천읍 문덕리 184-3 1층 ,,2025-08-14
휴게음식점,산들바다이야기,"경상북도 포항시 남구 상공로221번길 16, 1층 (해도동)",경상북도 포항시 남구 해도동 419-29 1층 ,,2025-08-14
휴게음식점,카페구움,"경상북도 포항시 남구 새천년대로460번길 10-1, 1층 (대잠동)",경상북도 포항시 남구 대잠동 926-14 1층 ,,2025-08-14
휴게음식점,야채핫도그,"경상북도 포항시 남구 오천읍 장기로1690번길 5, 오천시장 1층",경상북도 포항시 남구 오천읍 세계리 824-1 오천시장 ,,2025-08-14
휴게음식점,담다케이크,"경상북도 포항시 남구 오천읍 냉천로284번길 41, 1층 (피아노)",경상북도 포항시 남구 오천읍 원리 918 피아노원룸 밑 상가 1층 ,,2025-08-14
휴게음식점,대왕족발,"경상북도 포항시 남구 오천읍 장기로1690번길 5, 오천시장 1층",경상북도 포항시 남구 오천읍 세계리 823-1 외 15필지 오천시장 1층 ,,2025-08-14
휴게음식점,광포유통식품(교촌쿡),"경상북도 포항시 남구 호미곶면 해맞이로150번길 20, 국립등대박물관, 기획전시관, 해양수산관","경상북도 포항시 남구 호미곶면 대보리 221 국립등대박물관, 기획전시관, 해양수산관 ",,2025-08-14
휴게음식점,스위밍,"경상북도 포항시 남구 중앙로 125, 1층 101호 (해도동)",경상북도 포항시 남구 해도동 415-15 1층 101호,,2025-08-14
휴게음식점,씨유포항연일타운점,"경상북도 포항시 남구 연일읍 연일로145번길 72, 1층",경상북도 포항시 남구 연일읍 오천리 168 1층 ,,2025-08-14
휴게음식점,헬리빈커피 포항문덕점,"경상북도 포항시 남구 오천읍 문덕로11번길 17, B동 1층",경상북도 포항시 남구 오천읍 문덕리 282-3 1층 ,,2025-08-14
휴게음식점,햇살머믄 꼬마김밥,"경상북도 포항시 남구 동해면 일월로 99, 1층",경상북도 포항시 남구 동해면 도구리 699-6 1층 ,,2025-08-14
휴게음식점,버거킹 포항대도DT점,"경상북도 포항시 남구 희망대로 843, 1,2층 (대도동)",경상북도 포항시 남구 대도동 147-17 1~2층 ,,2025-08-14
휴게음식점,카페 바우,"경상북도 포항시 남구 장기면 동해안로 3450, 돌미역 유통센터 2층",경상북도 포항시 남구 장기면 신창리 304-29 돌미역 유통센터 2층 ,,2025-08-14
휴게음식점,예쁜여우 커피,"경상북도 포항시 남구 중앙로134번길 27, 큰동해종합시장 1층 92, 93호 (해도동)","경상북도 포항시 남구 해도동 435-2 큰동해종합시장 92, 93호 ",,2025-08-14
휴게음식점,차한잔할래,"경상북도 포항시 남구 상공로233번길 28, 1층 (해도동)",경상북도 포항시 남구 해도동 420-9 1층 ,,2025-08-14
휴게음식점,모리커피 포항IC점,"경상북도 포항시 남구 희망대로 233, 1층 102호 (이동)",경상북도 포항시 남구 이동 345-1 1층 102호,,2025-08-14
휴게음식점,분식.카페 쿠잉,"경상북도 포항시 남구 오천읍 냉천로302번길 24, 1층",경상북도 포항시 남구 오천읍 원리 930-4 1층 ,,2025-08-14
휴게음식점,카페원(cafe won),"경상북도 포항시 남구 오천읍 철강로 818-1, 1층 103호",경상북도 포항시 남구 오천읍 세계리 653-4 1층 103호,,2025-08-14
휴게음식점,컴포즈커피 포항오천힐스테이트점,"경상북도 포항시 남구 오천읍 하원로 58, 102호",경상북도 포항시 남구 오천읍 원리 1213 102호,,2025-08-14
휴게음식점,씨유 이동파크빌점,"경상북도 포항시 남구 포스코대로 161, 상가동 1층 103,104호 (대잠동)","경상북도 포항시 남구 대잠동 470-6 우방파크빌아파트 상가동 103,104호 ",,2025-08-14
휴게음식점,이스턴모스트(EASTERNMOST),"경상북도 포항시 남구 구룡포읍 땅끝마을길 49, 1,2층","경상북도 포항시 남구 구룡포읍 석병리 685 1,2층 ",,2025-08-14
휴게음식점,씨유 포항상도파크점,"경상북도 포항시 남구 상도로26번길 6, 1층 (상도동)",경상북도 포항시 남구 상도동 332-1 1층 ,,2025-08-14
휴게음식점,숨은빵집,"경상북도 포항시 남구 대이로 135, 1층 (이동)",경상북도 포항시 남구 이동 660-5 1층 ,,2025-08-14
휴게음식점,카라반 매점,"경상북도 포항시 남구 호미곶면 해맞이로 82, 1층",경상북도 포항시 남구 호미곶면 대보리 172-4 1층 ,,2025-08-14
휴게음식점,효자꼬마김밥,,경상북도 포항시 남구 효자동 253-127 A동 108호,,2025-08-14
휴게음식점,신도분식,경상북도 포항시 남구 구룡포읍 구룡포길 123-2,경상북도 포항시 남구 구룡포읍 구룡포리 403-6 ,,2025-08-14
휴게음식점,아임분식,"경상북도 포항시 남구 연일읍 연일로159번길 35, 1층",경상북도 포항시 남구 연일읍 생지리 191 외1필지 1층 ,,2025-08-14
휴게음식점,프리미엄 샐러드 채전,"경상북도 포항시 남구 대이로9번길 8, 101호 (대잠동)",경상북도 포항시 남구 대잠동 975-5 1층 101호,,2025-08-14
휴게음식점,짐키친 포항대이점,"경상북도 포항시 남구 대이로 50, 1층 (대잠동)",경상북도 포항시 남구 대잠동 995-12 1층 ,,2025-08-14
휴게음식점,송다찌동,"경상북도 포항시 남구 효성로63번길 14, 1층 (효자동)",경상북도 포항시 남구 효자동 580-4 1층 ,,2025-08-14
휴게음식점,레이지모닝 효자점,"경상북도 포항시 남구 효성로30번길 25-2, 1층 (효자동)",경상북도 포항시 남구 효자동 594 1층 ,,2025-08-14
휴게음식점,크레페천국,"경상북도 포항시 남구 운하로36번길 7, 송림시장 1층 116호 (송도동)",경상북도 포항시 남구 송도동 493-11 송림시장 1층 116호,,2025-08-14
휴게음식점,마이요거트립 포항오천점,"경상북도 포항시 남구 오천읍 냉천로284번길 47-6, 1층",경상북도 포항시 남구 오천읍 원리 916-1 1층 ,,2025-08-14
휴게음식점,독고커피,"경상북도 포항시 남구 오천읍 원동로 4, 엠파이어상가, 1층 106호","경상북도 포항시 남구 오천읍 문덕리 187-3 엠파이어상가, 1층 106호 ",,2025-08-14
휴게음식점,블루샥 포항시청점,"경상북도 포항시 남구 대이로46번길 3, 1층 (대잠동)",경상북도 포항시 남구 대잠동 995-10 1층 ,,2025-08-14
휴게음식점,애플꼬마김밥 효자점,"경상북도 포항시 남구 효성로82번길 6-2, 1층 105호 (효자동)",경상북도 포항시 남구 효자동 603-4 1층 105호,,2025-08-14
휴게음식점,세븐일레븐 포항이동사거리점,"경상북도 포항시 남구 포스코대로 146, 1층 (대잠동)",경상북도 포항시 남구 대잠동 469-3 1층 ,,2025-08-14
휴게음식점,CU포항오천서희점,"경상북도 포항시 남구 오천읍 해병로181번길 10, 110,111,112호","경상북도 포항시 남구 오천읍 구정리 570 110,111,112호 ",,2025-08-14
휴게음식점,씨유 포항블루밸리점,"경상북도 포항시 남구 구룡포읍 동해안로4176번길 2, 1층",경상북도 포항시 남구 구룡포읍 구평리 508-1 1층 ,,2025-08-14
휴게음식점,아나크,"경상북도 포항시 남구 장기면 동해안로 3360-23, 1층",경상북도 포항시 남구 장기면 신창리 421-2 1층 ,,2025-08-14
휴게음식점,텐퍼센트커피 오천시장점,"경상북도 포항시 남구 오천읍 정몽주로 554, 1층",경상북도 포항시 남구 오천읍 세계리 839-5 1층 ,,2025-08-14
휴게음식점,애플꼬마김밥 포항지곡점,"경상북도 포항시 남구 지곡로 253, 102동 129호 (지곡동)",경상북도 포항시 남구 지곡동 480-4 102동 129호,,2025-08-14
휴게음식점,뽀뽀분식,"경상북도 포항시 남구 상공로92번길 25, 1층 (대도동)",경상북도 포항시 남구 대도동 129-25 1층 ,,2025-08-14
휴게음식점,새벽김밥,"경상북도 포항시 남구 오천읍 충무로 5, 101호",경상북도 포항시 남구 오천읍 용덕리 500 1층 101호,,2025-08-14
휴게음식점,피자헛 포항효자점,"경상북도 포항시 남구 효성로63번길 17, 1층 103호 (효자동, 효자웰빙타운 에스케이뷰 2차아파트)",경상북도 포항시 남구 효자동 579 효자웰빙타운 에스케이뷰 2차아파트 103호,,2025-08-14
